iter	Logloss
254	0.5308234414
255	0.5306643383
256	0.5305087707
257	0.530340235
258	0.5301720821
259	0.5300094514
260	0.5298767504
261	0.5297642312
262	0.5296331509
263	0.5294881918
264	0.5293584868
265	0.5291406474
266	0.5289951871
267	0.5287664933
268	0.5286447648
269	0.5285236944
270	0.5283323713
271	0.5281419646
272	0.5279811253
273	0.5278424832
274	0.5277364596
275	0.5275480974
276	0.5273662497
277	0.5271985511
278	0.5270267072
279	0.5268598152
280	0.5266938118
281	0.5265865395
282	0.5264327184
283	0.526311911
284	0.5261903503
285	0.5260365079
286	0.5258722494
287	0.5257162819
288	0.5255479051
289	0.5253735071
290	0.5252317484
291	0.5250881559
292	0.5249432146
293	0.5247730208
294	0.5246298039
295	0.5244517497
296	0.5242387269
297	0.5240839084
298	0.523938392
299	0.5237577458
300	0.5236298026
301	0.5234605191
302	0.523322288
303	0.5231209427
304	0.5229626599
305	0.5228176024
306	0.5226770463
307	0.5225204592
308	0.5223511674
309	0.5221863892
310	0.5220522083
311	0.5218765901
312	0.5217475008
313	0.5216152872
314	0.5214276406
315	0.5212320373
316	0.5211124167
317	0.5209414049
318	0.5208183348
319	0.5207092326
320	0.5205863192
321	0.5204517665
322	0.5203341332
323	0.5201958822
324	0.5200248134
325	0.5198558299
326	0.5196723591
327	0.5195139027
328	0.5193422752
329	0.5191977149
330	0.5190355856
331	0.5188928816
332	0.5187690329
333	0.5186847638
334	0.5185288813
335	0.5183765155
336	0.518244265
337	0.518092379
338	0.5179321267
339	0.5177740368
340	0.517630406
341	0.5174727005
342	0.5173553335
343	0.5172032699
344	0.5170146212
345	0.5169045741
346	0.5167358449
347	0.5165706481
348	0.5164280453
349	0.5162512589
350	0.516098206
351	0.5159233666
352	0.5157325568
353	0.5156252102
354	0.5154417837
355	0.5152781768
356	0.515155784
357	0.5150083796
358	0.5148922947
359	0.5147715904
360	0.514600037
361	0.5144418879
362	0.5142697036
363	0.5141623936
364	0.514049815
365	0.5139142984
366	0.5137971136
367	0.513633131
368	0.5134415645
369	0.513276047
370	0.5130941508
371	0.5129431233
372	0.5127529048
373	0.5125856174
374	0.512431501
375	0.5123235099
376	0.5121516089
377	0.512021332
378	0.5118913441
379	0.5117398962
380	0.5115940038
381	0.5113950708
382	0.5112369382
383	0.5110956091
384	0.5109266486
385	0.5107902839
386	0.5106002915
387	0.5104591243
388	0.5103206933
389	0.5101952194
390	0.5100435839
391	0.5098838951
392	0.5097103056
393	0.5095762511
394	0.5094063241
395	0.5092558333
396	0.5091246031
397	0.5089530937
398	0.5087879774
399	0.5086165612
400	0.5084726676
401	0.5083076476
402	0.5081763712
403	0.5080340552
404	0.5078936158
405	0.5077609561
406	0.5076564915
407	0.5075298061
408	0.5074253012
409	0.5072647414
410	0.507123872
411	0.5069474347
412	0.5068329176
413	0.50664582
414	0.5065088066
415	0.5063967925
416	0.5062958739
417	0.5061654769
418	0.5060093774
419	0.5058761465
420	0.5057283818
421	0.5056113325
422	0.5054869705
423	0.505334888
424	0.5051778242
425	0.5050510654
426	0.5049311311
427	0.5047766278
428	0.5046347539
429	0.5045055177
430	0.504360915
431	0.5042131912
432	0.5040662791
433	0.5039175784
434	0.5037759365
435	0.5036598303
436	0.5034983179
437	0.5033604327
438	0.5032286917
439	0.5030961854
440	0.5029275533
441	0.5027926759
442	0.5026924804
443	0.5025489194
444	0.5023938649
445	0.5022926867
446	0.5021404409
447	0.5020114073
448	0.5018750858
449	0.5016924942
450	0.5015313602
451	0.5013943662
452	0.5012425506
453	0.5010742473
454	0.5009558111
455	0.5008233259
456	0.5006945516
457	0.5005749206
458	0.5004313542
459	0.5002442676
460	0.5000858997
461	0.4999539299
462	0.4998264366
463	0.4997013878
464	0.4995779488
465	0.4994351106
466	0.4992889045
467	0.4991576251
468	0.4990215888
469	0.4988892294
470	0.4987182966
471	0.4985935659
472	0.4984269129
473	0.4983073856
474	0.4981718047
475	0.4980677905
476	0.4979319872
477	0.4977553182
478	0.4975848759
479	0.4974903641
480	0.4973401811
481	0.4972348755
482	0.4970748759
483	0.4969245477
484	0.4967918228
485	0.4966802409
486	0.4965306437
487	0.4963888393
488	0.496256956
489	0.4961471889
490	0.4960008192
491	0.4958792499
492	0.4957082342
493	0.4955654348
494	0.4953579898
495	0.4952065974
496	0.495100436
497	0.494967834
498	0.4948472078
499	0.4946671968
500	0.4945374881
501	0.4944477963
502	0.4942733243
503	0.4941537418
504	0.4940357524
505	0.4939139309
506	0.4937701641
507	0.4936322156
508	0.4935200883
509	0.4934250316
510	0.4933118294
511	0.4931418426
512	0.4929975954
513	0.4928391406
514	0.4927122269
515	0.4925583349
516	0.4924618024
517	0.492324977
518	0.4921717031
519	0.4920507797
520	0.4918990566
521	0.4917124002
522	0.4916022569
523	0.4913985884
524	0.4913133993
525	0.4911858562
526	0.4910688211
527	0.4908991951
528	0.4907835567
529	0.4906440669
530	0.4904939194
531	0.490341014
532	0.490229376
533	0.4901230446
534	0.4900005432
535	0.4898816068
536	0.4897392106
537	0.4896148248
538	0.4895230063
539	0.4894014101
540	0.4892509107
541	0.4890902964
542	0.4889746365
543	0.4888631595
544	0.4887548955
545	0.4886435902
546	0.4885138988
547	0.4883776052
548	0.4882641967
549	0.4881351767
550	0.4879975587
551	0.4878255011
552	0.4876687623
553	0.4875604428
554	0.487392213
555	0.4872502199
556	0.4871222751
557	0.4870039698
558	0.4868939333
559	0.486776951
560	0.4866416879
561	0.4865292639
562	0.4863722703
563	0.486282256
564	0.4861614402
565	0.4860202793
566	0.4858860871
567	0.4857687606
568	0.4856386071
569	0.4855054651
570	0.4853956951
571	0.4852403211
572	0.4851263028
573	0.4849954868
574	0.4848937297
575	0.4847850583
576	0.4846347312
577	0.4845108288
578	0.4843870467
579	0.4842669457
580	0.4841361758
581	0.4840025352
582	0.4838923976
583	0.483770445
584	0.4836410903
585	0.4835644767
586	0.4834779401
587	0.483378579
588	0.4832532299
589	0.4831429366
590	0.4830315613
591	0.4829350683
592	0.4827691665
593	0.4826493347
594	0.4825532972
595	0.4824124449
596	0.4823075838
597	0.4821765631
598	0.4820739305
599	0.4819762
600	0.4818649245
601	0.4817023494
602	0.4815970788
603	0.4814633116
604	0.4813475704
605	0.4812590507
606	0.4811345856
607	0.480986843
608	0.4808678746
609	0.480743251
610	0.4805849116
611	0.4804527561
612	0.4803092102
613	0.48014439
614	0.4800395371
615	0.4798871899
616	0.4797428978
617	0.4795976235
618	0.479456817
619	0.4793546185
620	0.4792214932
621	0.4790814506
622	0.4789648882
623	0.478825179
624	0.4786746721
625	0.4785785861
626	0.4784263896
627	0.478320809
628	0.4781978934
629	0.4781107837
630	0.4779626905
631	0.4778143597
632	0.4776703281
633	0.4775523347
634	0.4774152458
635	0.4772591443
636	0.4771415208
637	0.4770403666
638	0.476909886
639	0.476770059
640	0.4766358644
641	0.4765090327
642	0.4763505553
643	0.476227856
644	0.476111252
645	0.4760069943
646	0.4758357916
647	0.4756893558
648	0.4755809091
649	0.4754692449
650	0.4753526857
651	0.4752054475
652	0.475090982
653	0.47496722
654	0.4748232819
655	0.4746973408
656	0.4745685082
657	0.4744129809
658	0.4742710102
659	0.4741308138
660	0.4740085924
661	0.4738831862
662	0.4737064658
663	0.4735281964
664	0.4734207268
665	0.4733077076
666	0.4731671172
667	0.4730551835
668	0.4729126492
669	0.4728132939
670	0.472689654
671	0.4725049172
672	0.4723970159
673	0.4722896392
674	0.4721987924
675	0.4720899964
676	0.4720008688
677	0.4718755522
678	0.471777942
679	0.4716381401
680	0.4715092095
681	0.4713886977
682	0.4712496298
683	0.4711168007
684	0.4709808121
685	0.4708532712
686	0.4707493266
687	0.4706492754
688	0.4705452133
689	0.4704216904
690	0.4702827411
691	0.4701655187
692	0.4700438213
693	0.469938645
694	0.4698290695
695	0.4697315205
696	0.4696104314
697	0.4694795107
698	0.4693420873
699	0.4692361934
700	0.4691375721
701	0.4690135378
702	0.4689218491
703	0.4688000962
704	0.4686206348
705	0.4685088391
706	0.4683765325
707	0.4682459453
708	0.468103816
709	0.4679672588
710	0.4678503755
711	0.4677037846
712	0.467566595
713	0.4674535271
714	0.4673192306
715	0.4672097409
716	0.4670695698
717	0.4669236786
718	0.4668332823
719	0.466687659
720	0.4665628349
721	0.4664275145
722	0.4662843241
723	0.4661510151
724	0.4660317388
725	0.4659165486
726	0.4658220116
727	0.4657190109
728	0.4655937351
729	0.4655196219
730	0.4654025467
731	0.46527118
732	0.4651206476
733	0.4649717628
734	0.4648347652
735	0.4647134729
736	0.4645688119
737	0.4644121736
738	0.4642886941
739	0.4641691051
740	0.4640604763
741	0.4638582797
742	0.4637187508
743	0.4636023075
744	0.4634829133
745	0.4633427907
746	0.4632190417
747	0.4631039594
748	0.4629648592
749	0.4628362136
750	0.4627348119
751	0.4626099721
752	0.4625365128
753	0.4624112402
754	0.4622655456
755	0.4621303974
756	0.4620072061
757	0.4618581931
758	0.4617241875
759	0.4615736275
760	0.4614459533
761	0.4613198669
762	0.4612205374
763	0.4611023716
764	0.4609972239
765	0.4608555483
766	0.4607290482
767	0.4606134075
768	0.4604697281
769	0.4603440173
770	0.4601993342
771	0.4601227948
772	0.4599791352
773	0.4598157291
774	0.4597101473
775	0.4596099848
776	0.459521433
777	0.4594759625
778	0.4593788368
779	0.4592759684
780	0.4591309037
781	0.4589917893
782	0.4588626763
783	0.4587468847
784	0.4586452461
785	0.4585282644
786	0.4584027898
787	0.4582761245
788	0.4581589641
789	0.4580388839
790	0.4579017701
791	0.4577655565
792	0.4576293957
793	0.4575414106
794	0.4573902672
795	0.4572545199
796	0.4571187923
797	0.4569834445
798	0.4568093892
799	0.4567171501
800	0.4566050892
801	0.4564693593
802	0.4563548246
803	0.4562359679
804	0.4561448182
805	0.4560551017
806	0.4559360991
807	0.4558134749
808	0.4556934134
809	0.4556081504
810	0.455497938
811	0.4553765239
812	0.4552946002
813	0.4552131535
814	0.455061968
815	0.4549341348
816	0.4548169075
817	0.4546941782
818	0.4545694258
819	0.4544212557
820	0.4542814631
821	0.4541699683
822	0.4540637698
823	0.4539366174
824	0.4538087423
825	0.453681026
826	0.4535896973
827	0.4534584964
828	0.453358513
829	0.4532540213
830	0.4531176456
831	0.4529734871
832	0.4528774822
833	0.4527780713
834	0.4526529943
835	0.4525410404
836	0.4524407498
837	0.4523257704
838	0.452204399
839	0.4520803337
840	0.4519756837
841	0.451882543
842	0.451777907
843	0.4516300033
844	0.4514947177
845	0.4513855235
846	0.4512686
847	0.4511629229
848	0.4510643005
849	0.4509849811
850	0.4508361008
851	0.4507380472
852	0.4506392096
853	0.4504993987
854	0.4503805343
855	0.4502920149
856	0.4501823855
857	0.4500935842
858	0.4499830135
859	0.4498821319
860	0.4497533373
861	0.449638562
862	0.4495566701
863	0.4494599036
864	0.4493569482
865	0.4492680798
866	0.4491261007
867	0.4490238612
868	0.4488978742
869	0.4487858746
870	0.4486892184
871	0.4485720634
872	0.4484742614
873	0.448356323
874	0.4482492942
875	0.4481063766
876	0.4479457693
877	0.4478083685
878	0.4476832953
879	0.4475571229
880	0.4474477475
881	0.4473071692
882	0.4471629077
883	0.447067289
884	0.4469629283
885	0.4468743289
886	0.4467716966
887	0.4466285003
888	0.4464995972
889	0.4463894204
890	0.4462633597
891	0.4461456197
892	0.4460422314
893	0.4459157591
894	0.4457853955
895	0.4456711115
896	0.4455618998
897	0.4454641037
898	0.4453732143
899	0.4452568745
900	0.4451447743
901	0.445003377
902	0.4448557334
903	0.4447240197
904	0.4445955735
905	0.4444782301
906	0.4443869171
907	0.4442474406
908	0.4441260375
909	0.4440113415
910	0.4439352762
911	0.4438302677
912	0.4437148197
913	0.4435947527
914	0.4434572149
915	0.4433492547
916	0.4432108188
917	0.4430704576
918	0.4429442925
919	0.4428333629
920	0.4427105689
921	0.4425859786
922	0.4424833443
923	0.4423776189
924	0.4422989006
925	0.4421742907
926	0.4420490024
927	0.4419228653
928	0.4418052416
929	0.4416905498
930	0.4415644614
931	0.4414675426
932	0.4413687484
933	0.4412370702
934	0.4411548799
935	0.4410375394
936	0.4409228325
937	0.4407995142
938	0.4407293447
939	0.4406643523
940	0.4405494062
941	0.440392324
942	0.4402655
943	0.4401724537
944	0.4400818787
945	0.4399702632
946	0.4398512979
947	0.4397297277
948	0.4396448604
949	0.4395474932
950	0.4394916
951	0.4393926842
952	0.4392932034
953	0.4391983517
954	0.4391018017
955	0.43896752
956	0.4388541427
957	0.4387555723
958	0.4386818939
959	0.438582208
960	0.4384824151
961	0.4383827211
962	0.4382721794
963	0.4381868378
964	0.4380755145
965	0.4379390794
966	0.4378308704
967	0.4377508883
968	0.4376177085
969	0.4375073203
970	0.4374122809
971	0.4373281121
972	0.4372353712
973	0.4371234314
974	0.4370301891
975	0.4368824211
976	0.4367600587
977	0.4366174806
978	0.4365184044
979	0.43644313
980	0.4363236574
981	0.4362289759
982	0.4360955426
983	0.4359833414
984	0.4358860327
985	0.4357355397
986	0.4356459513
987	0.4355501837
988	0.4354482717
989	0.4353382883
990	0.4352221145
991	0.4351112458
992	0.435022303
993	0.4349330856
994	0.4348298701
995	0.434712302
996	0.4346169736
997	0.4344963519
998	0.4344030265
999	0.4342819537
